UserID,TrackID,album,artist,genre,rating
200031,30877,90.0,50.0,66.94808387864259,1
200031,8244,90.0,45.492576758600826,72.8207329984158,1
200031,130183,50.0,50.0,65.22964434509926,0
200031,198762,76.32319011675455,68.4094546522403,58.46946176519545,0
200031,34503,90.0,50.0,67.46957507084889,1
200031,227283,76.0533424255452,90.0,72.46914818048785,0
200032,218377,83.94704067830378,81.83827112261594,81.04014965707763,0
200032,110262,76.51181899627557,83.89296283454193,77.85771689570223,0
200032,18681,90.0,90.0,87.30238057360967,1
200032,138493,90.0,90.0,89.7795937197336,1
200032,64167,90.0,90.0,68.7102100013843,1
200032,22820,79.70756722275632,81.8875194259397,76.22300006073426,0
200055,52198,90.0,90.0,13.959352284570333,1
200055,233815,20.83839814091137,24.972784241939447,2.3041619607694592,0
200055,175557,56.0798381926527,42.429087241604286,17.97252821514349,0
200055,59101,39.0043923812723,49.32174613694558,29.477997686239455,0
200055,56695,90.0,90.0,13.959352284570333,1
200055,134398,84.27146183567682,90.0,13.959352284570333,1
200065,179571,86.18972686286446,50.0,62.68940957820469,0
200065,196286,59.57609290422329,60.97905034342645,50.42592592924374,0
200065,26875,90.0,90.0,80.84800324193195,1
200065,119451,82.98278538664206,90.0,80.84800324193195,1
200065,227397,84.27299576450352,82.87615933701177,70.69340886596535,0
200065,243829,76.76647345302672,70.0,77.06278431578548,1
200070,104207,64.61464210564449,71.10571703159366,71.32498848663064,1
200070,39252,81.75515033107773,90.0,84.57993457696674,0
200070,271459,40.09236555031918,50.0,50.0,0
200070,191512,70.0,90.0,48.63266811280032,1
200070,124239,41.9678517047567,60.0974101408641,60.046700581163,0
200070,219295,70.0,90.0,78.72765252097935,1
200074,269977,108.44690152380922,82.21215998665355,80.0,0
200074,276467,81.85726147157632,90.0,49.066260213560234,1
200074,210679,62.610677657951555,0.0,60.01173934377684,0
200074,38502,90.0,90.0,70.96897291563984,1
200074,289311,58.47117834987097,50.0,14.501017500099294,1
200074,142078,73.59978238256956,50.0,81.0,0
200085,49158,90.0,70.0,58.33313423677904,1
200085,172871,50.0,50.0,28.831848247008224,0
200085,134106,37.15763295339558,35.45042626047896,50.788604894277256,0
200085,284406,20.335186195738814,25.764198466098126,28.865900747917756,0
200085,138809,50.0,50.0,44.07658864272352,1
200085,32503,90.0,90.0,53.04120225039509,1
200099,173182,90.0,19.819064934563496,42.219072144769584,1
200099,239473,90.0,90.0,42.57546302215801,1
200099,276334,61.93857602147657,39.27051686342105,44.62175358005017,0
200099,41892,0.055857339777048765,-28.781246764759416,37.402967490063205,0
200099,85375,-15.580496225794349,-23.899595942351823,-7.6647850407091624,0
200099,159970,90.0,100.0,-78.1357618045358,1
200106,67182,50.0,50.0,84.49143816214098,1
200106,181408,22.402377900771825,22.85903082496698,60.36099199129285,0
200106,67509,90.0,90.0,72.469338553844,1
200106,72517,90.0,90.0,69.46081802329323,1
200106,84948,38.30110237803308,24.52075831837324,80.0,0
200106,152491,60.36519597430312,51.62601262545793,80.0,0
200118,63358,50.0,50.0,32.18018059672433,1
200118,284107,100.0,100.0,48.12924901592376,1
200118,77125,100.0,100.0,42.45891163042329,1
200118,240379,-1.5793927861972605,-4.64109538974472,6.543484853810053,0
200118,243335,52.56890390611708,32.15616487721872,0.8270891744950859,0
200118,153923,44.94589365571266,46.49676685544553,42.16569229755902,0
200124,78157,11.611267762072135,0.0,20.95310830625971,0
200124,162126,11.476025285523779,0.0,17.48676602913296,0
200124,284066,-16.455089339010904,-4.586914227832583,12.727770508122788,0
200124,158428,7.705253758705936,5.537864313334666,13.068507123429475,1
